0,51.50938126,45.938572,72.46843323,81.411367,51.24015173,55.19882345,64.78009375,52.49010181,58.06514203,62.71067032,67.30380175,66.6422694,71.04695229,86.82345127,64.49919355,63.67638257,57.65060348,56.84064017,44.00731693,52.16490227,42.95019831,59.20089782,47.88535907,44.53542614,47.07616247
51.50938126,0,18.16033509,64.45919489,55.2335985,19.12619912,48.0702162,37.00185684,24.7118649,48.38120497,41.15207826,35.18984914,34.69594875,63.91834504,79.69484402,57.3705863,31.56242997,27.58203455,16.59989397,16.22908002,21.83626854,15.1719614,26.84863607,20.10712216,16.75718924,19.29792556
45.938572,18.16033509,0,59.76901672,54.57375859,22.1999259,42.49940694,28.57651847,11.59571834,44.99780863,35.581269,38.26357592,37.76967553,58.34753578,74.12403476,51.79977704,34.63615675,29.64546654,23.71274723,3.112933465,18.8158561,3.308686193,30.160672,11.68178379,3.641042681,10.87258719
72.46843323,64.45919489,59.76901672,0,76.82646826,55.59114944,52.09935611,78.61053846,66.32054652,52.63144871,66.60132735,67.02402735,62.05737066,67.94748495,83.72398393,61.39972621,63.73375137,53.06570474,66.22978546,57.83776164,65.99534699,56.78064303,61.80395227,61.71580378,58.36587086,60.90660719
81.411367,55.2335985,54.57375859,76.82646826,0,42.03794893,70.49778816,73.41528033,61.12528839,53.82398704,67.33156947,42.46921218,30.9408638,86.345917,102.122416,79.79815826,36.54684667,36.72032065,57.00418907,52.64250351,60.80008886,51.58538489,40.94645683,56.52054565,53.17061273,55.71134905
51.24015173,19.12619912,22.1999259,55.59114944,42.03794893,0,46.09241292,41.04144765,28.75145571,38.23002378,39.44633989,21.73191252,21.23801212,61.94054176,77.71704074,55.39278302,18.10449334,11.11392304,20.7915312,20.26867083,28.42625617,19.21155221,13.62900859,24.14671297,20.79678005,23.33751637
55.19882345,48.0702162,42.49940694,52.09935611,70.49778816,46.09241292,0,61.34092868,49.05093674,30.17649754,52.38845176,60.69534725,55.72869056,18.40812264,34.18462162,11.8603639,57.40507127,46.73702464,52.32012224,40.56815187,48.72573721,39.51103325,54.05315902,44.446194,41.09626108,43.63699741
64.78009375,37.00185684,28.57651847,78.61053846,73.41528033,41.04144765,61.34092868,0,35.12804828,63.83933037,54.42279074,57.10509767,56.61119727,77.18905752,92.9655565,70.64129878,53.47767849,48.48698829,42.55426897,26.6452634,37.65737785,25.58814478,49.00219374,19.15518855,27.17337262,18.34599195
52.49010181,24.7118649,11.59571834,66.32054652,61.12528839,28.75145571,49.05093674,35.12804828,0,51.54933843,42.1327988,44.81510573,44.32120533,64.89906558,80.67556456,58.35130684,41.18768655,36.19699635,30.26427703,8.482784879,25.36738591,9.860215998,36.7122018,18.2333136,7.954675663,17.424117
58.06514203,48.38120497,44.99780863,52.63144871,53.82398704,38.23002378,30.17649754,63.83933037,51.54933843,0,51.22817572,49.30526309,40.54481661,46.02462638,61.80112536,39.47686763,43.89334351,35.70457908,50.15179554,43.06655355,51.2241389,42.00943493,44.44282661,46.94459569,43.59466277,46.13539909
62.71067032,41.15207826,35.581269,66.60132735,67.33156947,39.44633989,52.38845176,54.42279074,42.1327988,51.22817572,0,55.50998991,52.56247187,68.2365806,84.01307958,61.68882186,51.88257074,42.40327743,45.67404921,33.65001392,41.80759927,32.59289531,47.40708599,37.52805606,34.17812314,36.71885946
67.30380175,35.18984914,38.26357592,67.02402735,42.46921218,21.73191252,60.69534725,57.10509767,44.81510573,49.30526309,55.50998991,0,18.37369329,76.54347609,92.31997507,69.99571735,15.68530466,17.94701908,36.84949433,36.33232085,44.48990619,35.27520223,17.34483834,40.21036299,36.86043007,39.40116639
66.6422694,34.69594875,37.76967553,62.05737066,30.9408638,21.23801212,55.72869056,56.61119727,44.32120533,40.54481661,52.56247187,18.37369329,0,71.5768194,87.35331838,65.02906066,12.45132777,17.76635625,36.35559393,35.83842046,43.9960058,34.78130184,16.85093794,39.71646259,36.36652967,38.907266
71.04695229,63.91834504,58.34753578,67.94748495,86.345917,61.94054176,18.40812264,77.18905752,64.89906558,46.02462638,68.2365806,76.54347609,71.5768194,0,46.77413642,24.4498787,73.25320011,62.58515348,68.16825108,56.4162807,64.57386605,55.35916209,69.90128786,60.29432284,56.94438992,59.48512625
86.82345127,79.69484402,74.12403476,83.72398393,102.122416,77.71704074,34.18462162,92.9655565,80.67556456,61.80112536,84.01307958,92.31997507,87.35331838,46.77413642,0,29.34721181,89.02969909,78.36165246,83.94475006,72.19277968,80.35036503,71.13566107,85.67778684,76.07082182,72.7208889,75.26162523
64.49919355,57.3705863,51.79977704,61.39972621,79.79815826,55.39278302,11.8603639,70.64129878,58.35130684,39.47686763,61.68882186,69.99571735,65.02906066,24.4498787,29.34721181,0,66.70544137,56.03739474,61.62049234,49.86852196,58.02610731,48.81140335,63.35352912,53.7465641,50.39663118,52.93736751
