0,0.099300926,0.547037067,0.568372349,0.707848701,0.694719281,0.896238654,1.470854096,0.255646822,1.056617295,1.166188354,1.966823551,1.30191987,1.134252015,1.199943992,1.31051523,1.371756874,1.701234442,1.370459512,1.874058588,1.98077617
0.099300926,0,0.447736141,0.469071424,0.608547775,0.595418355,0.796937729,1.371553171,0.354947748,1.155918221,1.26548928,1.867522625,1.202618944,1.034951089,1.100643066,1.211214304,1.272455948,1.601933516,1.469760438,1.774757663,1.881475244
0.547037067,0.447736141,0,0.327615898,0.467092249,0.453962829,0.655482203,1.230097645,0.80268389,1.239710903,1.17221406,1.552379369,0.887475687,0.719807832,0.78549981,0.896071047,0.957312692,1.286790259,1.91749658,1.633302137,1.740019718
0.568372349,0.469071424,0.327615898,0,0.139476351,0.126346931,0.327866305,0.902481747,0.824019172,1.085782735,1.018285893,1.398451202,0.73354752,0.565879665,0.631571643,0.74214288,0.803384525,1.132862092,1.938831862,1.305686239,1.41240382
0.707848701,0.608547775,0.467092249,0.139476351,0,0.094216188,0.295735562,0.870351004,0.963495523,0.946306384,0.878809542,1.25897485,0.594071169,0.426403314,0.492095291,0.602666529,0.663908173,0.993385741,2.078308213,1.273555496,1.380273077
0.694719281,0.595418355,0.453962829,0.126346931,0.094216188,0,0.201519374,0.776134816,0.950366103,1.040522572,0.97302573,1.353191038,0.688287357,0.520619502,0.586311479,0.696882717,0.758124361,1.087601928,2.065178793,1.179339308,1.286056889
0.896238654,0.796937729,0.655482203,0.327866305,0.295735562,0.201519374,0,0.574615442,1.151885477,1.088542533,1.021045691,1.180068524,0.736307318,0.700023418,0.63433144,0.523760203,0.585001847,0.914479414,2.266698167,0.977819934,1.084537515
1.470854096,1.371553171,1.230097645,0.902481747,0.870351004,0.776134816,0.574615442,0,1.726500919,1.402680406,1.335183564,1.371723108,1.050445191,1.014161291,0.948469313,0.837898076,0.776656431,1.106133999,2.460995088,0.403204492,0.509922073
0.255646822,0.354947748,0.80268389,0.824019172,0.963495523,0.950366103,1.151885477,1.726500919,0,0.800970473,0.910541532,2.022061125,1.153205688,1.320873543,1.255181566,1.365752803,1.426994448,1.756472015,1.11481269,2.129705411,2.236422992
1.056617295,1.155918221,1.239710903,1.085782735,0.946306384,1.040522572,1.088542533,1.402680406,0.800970473,0,0.109571059,1.221090652,0.352235215,0.51990307,0.454211093,0.564782331,0.626023975,0.955501542,1.915783163,1.805884898,1.912602479
1.166188354,1.26548928,1.17221406,1.018285893,0.878809542,0.97302573,1.021045691,1.335183564,0.910541532,0.109571059,0,1.15359381,0.284738373,0.452406228,0.386714251,0.497285488,0.558527133,0.8880047,2.025354222,1.738388056,1.845105637
1.966823551,1.867522625,1.552379369,1.398451202,1.25897485,1.353191038,1.180068524,1.371723108,2.022061125,1.221090652,1.15359381,0,0.868855437,0.832571537,0.766879559,0.656308321,0.595066677,0.26558911,1.08927198,1.7749276,1.881645181
1.30191987,1.202618944,0.887475687,0.73354752,0.594071169,0.688287357,0.736307318,1.050445191,1.153205688,0.352235215,0.284738373,0.868855437,0,0.167667855,0.101975877,0.212547115,0.27378876,0.603266327,1.958127416,1.453649683,1.560367264
1.134252015,1.034951089,0.719807832,0.565879665,0.426403314,0.520619502,0.700023418,1.014161291,1.320873543,0.51990307,0.452406228,0.832571537,0.167667855,0,0.065691977,0.176263215,0.23750486,0.566982427,1.921843516,1.417365783,1.524083364
1.199943992,1.100643066,0.78549981,0.631571643,0.492095291,0.586311479,0.63433144,0.948469313,1.255181566,0.454211093,0.386714251,0.766879559,0.101975877,0.065691977,0,0.110571238,0.171812882,0.501290449,1.856151539,1.351673805,1.458391387
1.31051523,1.211214304,0.896071047,0.74214288,0.602666529,0.696882717,0.523760203,0.837898076,1.365752803,0.564782331,0.497285488,0.656308321,0.212547115,0.176263215,0.110571238,0,0.061241644,0.390719212,1.745580301,1.241102568,1.347820149
1.371756874,1.272455948,0.957312692,0.803384525,0.663908173,0.758124361,0.585001847,0.776656431,1.426994448,0.626023975,0.558527133,0.595066677,0.27378876,0.23750486,0.171812882,0.061241644,0,0.329477567,1.684338657,1.179860923,1.286578504
1.701234442,1.601933516,1.286790259,1.132862092,0.993385741,1.087601928,0.914479414,1.106133999,1.756472015,0.955501542,0.8880047,0.26558911,0.603266327,0.566982427,0.501290449,0.390719212,0.329477567,0,1.354861089,1.509338491,1.616056072
1.370459512,1.469760438,1.91749658,1.938831862,2.078308213,2.065178793,2.266698167,2.460995088,1.11481269,1.915783163,2.025354222,1.08927198,1.958127416,1.921843516,1.856151539,1.745580301,1.684338657,1.354861089,0,2.86419958,2.970917161
1.874058588,1.774757663,1.633302137,1.305686239,1.273555496,1.179339308,0.977819934,0.403204492,2.129705411,1.805884898,1.738388056,1.7749276,1.453649683,1.417365783,1.351673805,1.241102568,1.179860923,1.509338491,2.86419958,0,0.106717581
1.98077617,1.881475244,1.740019718,1.41240382,1.380273077,1.286056889,1.084537515,0.509922073,2.236422992,1.912602479,1.845105637,1.881645181,1.560367264,1.524083364,1.458391387,1.347820149,1.286578504,1.616056072,2.970917161,0.106717581,0
