ID,GlobalID,X,Y,Biogeoclimatic_Unit,Subzone,Site_Physiog,Site_Realm,Site_Group,Site_Class,Site_Association,Ignore,Site.Serie,Site_Series_Map_Unit,Site_Var_Phase_Map_Unit,F_Site_Series_NF_Class,Site_Group_2,Site_Series_Map_Unit_2,Site_Class_2,Transition,Structural_Stage_Modifier,Site_Modifier,Soil_Moisture_Regime,Soil_Nutrient_Regime,Site_Disturbance__s_,Comment__max_255_characters,Date,General_Location,Random_Point_ID,Non_GNSS_point,Accuracy__m_,Crew,Experience,Certainty,Air_Interp,StudyArea,Canyon_Cr,MAP_LABEL
507,6985c797-799c-48be-8f92-f2d28af35889,956465.4245,1081070.075,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 10:30:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
167,846cc67c-235b-423a-871d-073eec6cee4e,956510.0699,1060548.489,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,26/06/2018 18:40,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
242,2f1732ac-8e0b-44c8-8505-294c2a5ebc18,956543.2697,1060407.904,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,ESSFmc_05,NA,3,Null,,,,,,26/06/2018 19:30,Hidden lake fsr,NA,,10,EAC,3,3,NA,Deception,NA,ESSFmc
29,721f7ba4-49c4-42c6-a769-71b5ad83b807,956557.9357,1086099.626,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:05,Deception Woodland and essf drop,NA,,10,EBL,1,4,NA,Deception,NA,ESSFmc
166,91313130-cfb2-4018-bbae-611271d40d4b,956561.6528,1060566.146,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,"
Still no men’s Fer 


",26/06/2018 18:24,Hidden lake fsr,NA,,10,EAC,3,3,NA,Deception,NA,ESSFmc
31,fcf5384e-4baa-427c-9545-73ccd2a00571,956561.6751,1086016.796,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:12,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
30,d76237f1-5baf-4bd1-af33-4396a5cd98c8,956569.9003,1086040.648,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:09,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
125,7cfdc07c-5ee7-423d-bf91-6fe1af9f899b,956572.3498,1080699.422,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 10:32:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
32,abde0373-8e75-4bf0-9cc9-a567298a61cd,956587.3589,1085989.688,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:17,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
506,0460d0e7-37e5-4e4c-bcb6-f8e2067403f7,956593.4379,1081094.494,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 10:38:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
222,058cb619-91b2-4d7f-ac9d-89e421b55d37,956600.1958,1085493.116,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:49,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmcw
221,d5a82d44-7324-478f-addc-d51bc78933d0,956603.6134,1085752.139,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:27,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmcw
33,2e6188d0-d345-4943-9e60-1e6aa84d173d,956611.1357,1085936.247,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Better fit with woodland 101,11/07/2018 18:19,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
34,e8824e9e-109a-44cd-9d9b-c44e409b660d,956622.0601,1085202.716,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,Sparse veg under thick canopy,11/07/2018 19:13,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
509,fadf0f2a-08aa-4d8f-a9c7-6730d67bdba2,956625.4764,1080935.695,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 10:12:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
128,00b9cf47-c885-409f-abec-6f317d7052e6,956629.8169,1080847.768,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 10:12:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
53,1c1e5aa6-aa13-4160-bbf3-cc72c9eeca5b,956648.8515,1085778.269,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,,11/07/2018 19:18,Deception Lake drop 5,NA,,10,PRD,1,2,NA,Deception,NA,ESSFmc
112,fcba0767-83ed-4161-bfd1-d19e0d62a20c,956652.6974,1081098.44,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 10:40:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
572,ecbbedff-151c-4714-8a0e-e196ac1a664b,956657.9236,1060387.758,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,Fo,ESSFmc_01,NA,3,Null,,,,,"
No men’s fur, some  Vera fir and fair amount% rubu parv
Understory not as lush",26/06/2018 19:43,Hidden lake fsr,NA,,10,EAC,3,3,NA,Deception,NA,ESSFmc
552,f5d6b817-b7f9-4790-bea9-6496fe449379,956666.3288,1060562.12,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,26/06/2018 18:08,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
237,9d0399a3-6c37-4b55-ab68-997f7a34bdb2,956668.0768,1086068.47,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,ESSFmc_06,NA,3,Null,,4,C,,Veg is toward 06 but better fit for 01 given SMR. See photographs of pit and site.,11/07/2018 17:17,Deception Lake drop 5,96,,10,PRD,1,3,NA,Deception,NA,ESSFmc
44,219924fe-6ad6-4d99-81fb-2035327832e9,956668.8771,1085681.289,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,,11/07/2018 19:29,Deception Lake drop 5,1,,10,PRD,1,2,NA,Deception,NA,ESSFmc
510,7a6c4266-e0bc-448d-a2ac-5bb4e08bf5fb,956672.9243,1080930.505,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 10:10:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
28,6fdda80e-ee9d-462c-af0f-239d5c8fc75a,956679.447,1086105.182,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,,NA,1,Null,,4,C,,,11/07/2018 17:02,Deception Woodland and essf drop,NA,,10,EBL,1,2,NA,Deception,NA,ESSFmc
551,09f3ba3d-412d-4381-8163-bca94c252eaf,956681.9877,1060538.38,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,26/06/2018 18:06,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
524,d207472f-7cf1-490b-9e93-1df236b6bfd3,956693.2494,1080752.46,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,5,,,,7/18/2018 10:02:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
525,4ae029ef-bf27-4a40-9233-aba20e844db5,956698.8706,1081496.036,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,4,,,,7/18/2018 9:45:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
553,1846a81f-3cec-4b13-a39c-b06d54eb49f1,956701.383,1060387.869,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,"
Open canopy


",26/06/2018 19:47,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
135,74dd27fb-4d2f-4c03-a7ce-b5abf28df957,956704.3605,1081476.128,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 9:46:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
284,Air_815,956705.0415,1068210.526,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,NA,,ESSFmc/02,ESSFmc_02,NA,FoM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,ESSFmc
137,ee6ea000-6201-4c92-a64e-41da63733e40,956708.8601,1081507.41,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 9:43:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
134,8deadbe3-ec84-4cec-9080-c461cb16ae70,956710.4387,1081398.549,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 9:51:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
69,8fdffc41-4c54-4770-872b-c640d2fe0b88,956728.8947,1086120.869,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,,11/07/2018 18:08,Deception Lake drop 5,91,,10,PRD,1,2,NA,Deception,NA,ESSFmc
239,b49586e7-4c39-4a23-8e02-30b644d4d332,956733.8696,1081387.006,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,ESSFmc_04,NA,3,Null,,4,,,,7/18/2018 9:53:00 PM,Deception -Dome trail,NA,N,10,WHM,1,3,NA,Deception,NA,ESSFmc
111,36e9d0ef-7aa3-4ad0-b6a3-189951ecc807,956734.2855,1081109.919,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 10:44:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
385,6abfe7e3-de40-4cd2-8faf-989b59264700,956735.9929,1086028.5,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/04,ESSFmc_04,ESSFmc_04,ESSFmc_04,,,NA,1,Null,,3,C,,,11/07/2018 18:27,Deception Lake drop 5,NA,,10,PRD,1,2,NA,Deception,NA,ESSFmc
113,1ca15766-da04-46ee-a07a-03fb7e48e6dd,956757.0638,1080980.924,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 10:05:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
533,24041991-6ca3-454c-a16e-f6e98936eff2,956760.836,1081480.392,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,5,,,,7/18/2018 9:38:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
114,8eae68c9-fa5c-4d14-948c-c86fd133c7d7,956772.8681,1081043.551,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 10:02:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
511,0f361e58-79e4-4555-bbd9-15d6226ce629,956774.9074,1081062.068,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 9:59:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
143,8da14c6d-9135-4d1a-b6ac-67208db55df9,956813.4444,1081497.586,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 9:25:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
223,f1298783-96c6-4753-8847-120482ec8d2f,956813.8946,1084892.794,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,unknown,unknown,,,11/07/2018 19:25,Dome Mntn Drop 5,NA,Y,5,"WH,KSD",1,2,NA,Deception,NA,ESSFmcw
538,680421b1-515f-4354-9b78-5676c11a3dec,956825.2792,1081485.46,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,4,,,,7/18/2018 9:24:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
168,d8e6a481-d551-452e-b97d-455ec80de342,956844.5283,1060347.21,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,26/06/2018 19:57,Hidden lake fsr,NA,,10,EAC,3,2,NA,Deception,NA,ESSFmc
68,e2a4fc1b-ad16-45b2-899c-82021d201609,956859.6911,1085610.539,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,"Not a lot of veg, young stand",11/07/2018 20:02,Deception Lake drop 5,61,,10,PRD,1,2,NA,Deception,NA,ESSFmc
537,5fe8522a-1449-41f9-b493-ec7112eaca66,956866.8783,1081511.09,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,4,,,,7/18/2018 9:28:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
172,606bc5ef-b86c-47cf-9aa9-23a4b7949c86,956868.5389,1061002.08,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,26/06/2018 18:03,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
539,1b1fe877-e6d4-4395-93c8-961f8f9e3fbf,956888.0234,1081744.367,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,4,,,,7/18/2018 9:11:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
513,eb11b5df-7dc2-4401-8528-db90642aecdb,956888.5482,1081691.296,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 9:35:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
554,cacd4715-6ab5-4a0e-8c76-48afb41ce48c,956898.7176,1061125.355,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,26/06/2018 18:16,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
171,b1cc34c2-ff49-46c9-81c3-55e88dd394d5,956900.2793,1060959.813,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,26/06/2018 17:58,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
144,956d70fb-8de1-42dc-9301-60ae04c2cb19,956905.4967,1081711.043,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 9:10:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
115,7850ef8a-dd16-4ab1-b4a7-e92079f0e8ed,956915.5141,1081636.641,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 9:33:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
512,ea28aa5e-2a6e-42a9-9547-76af83a8517a,956916.6376,1081724.032,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 9:38:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
540,6d5f08be-e76b-4986-96d3-dbf6959927f5,956920.9046,1081693.642,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,4,,,,7/18/2018 9:08:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
414,97f6d348-2dba-491d-a4f2-f5b7428a9f0b,956928.5413,1060959.254,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/04,ESSFmc_04,ESSFmc_04,ESSFmc_04,,,NA,1,Null,,,,,,26/06/2018 17:55,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
240,fa858e7d-5abc-4e4e-8122-1bc10166189e,956930.1886,1081795.461,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,Fo,ESSFmc_05,NA,3,Null,,4,,,,7/18/2018 9:14:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
555,d106e403-469e-41a4-8a80-5594c4d858b2,956932.7778,1061188.189,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,26/06/2018 18:24,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
54,7f79bc73-6602-4ae1-aa9d-053b4c7f47b7,956937.3088,1085578.065,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,,11/07/2018 20:31,Deception Lake drop 5,NA,,10,PRD,1,2,NA,Deception,NA,ESSFmc
116,0e6d0408-adb1-4ea5-86f2-bb2719a468fa,956945.5891,1081602.234,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 9:32:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
55,bc6f2d67-d39d-4378-8af6-03c974b6b00d,956959.571,1085527.385,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,,11/07/2018 20:35,Deception Lake drop 5,NA,,10,PRD,1,2,NA,Deception,NA,ESSFmc
145,7a4d49af-b9d7-4d07-92a5-3fadf55633ad,956971.3249,1081701.258,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 9:06:00 PM,Deception -Dome trail,NA,N,10,WHM,1,3,NA,Deception,NA,ESSFmc
518,50ad65ac-3d34-4643-bba5-26b4ecfbfc05,956978.7651,1081731.22,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 8:51:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
56,631c2ff6-115c-46b9-b5f9-cf1d47c9eb66,956979.6124,1085475.31,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,C,,,11/07/2018 20:38,Deception Lake drop 5,NA,,10,PRD,1,2,NA,Deception,NA,ESSFmc
541,eab875f2-e502-4db9-b386-ddfaed6e7bc2,956981.9795,1081740.953,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,4,,,,7/18/2018 9:04:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
119,0253fea6-e819-4fc9-a7c2-6c814227299d,956985.2734,1081605.603,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 9:10:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
556,9c4235fb-54d3-4b72-8546-c3979b8e4ac0,956992.2686,1061146.74,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,26/06/2018 18:41,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
519,70ee903b-eb2b-4128-bd12-a64b4afd8749,956999.158,1081793.244,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/05,ESSFmc_05,ESSFmc_05,ESSFmc_05,,,NA,1,Null,,,,,,7/18/2018 8:50:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
173,4a9b9d75-91e2-4806-acaf-fb609cd23666,956999.3268,1061119.116,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,26/06/2018 18:43,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
415,26d99d3b-1563-4a03-a942-d64f60467fa7,957001.3476,1061086.304,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/04,ESSFmc_04,ESSFmc_04,ESSFmc_04,,,NA,1,Null,,,,,,26/06/2018 18:47,Hidden lake FSR,NA,,10,"WH,BJR",1,2,NA,Deception,NA,ESSFmc
146,75534c2d-4c54-40f0-bb10-c86a6bdd499f,957006.0488,1081907.141,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,4,,,,7/18/2018 8:51:00 PM,Deception -Dome trail,NA,N,10,WHM,1,2,NA,Deception,NA,ESSFmc
397,4062d251-e2aa-4b44-9448-5cd43c6403db,957009.2717,1085660.849,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/04,ESSFmc_04,ESSFmc_04,ESSFmc_04,,,NA,1,Null,,3,C,,,11/07/2018 21:31,Deception Lake drop 5,95,,10,PRD,1,2,NA,Deception,NA,ESSFmc
118,3db6ba3b-e608-40c3-bd4f-fa8e349ce9d6,957021.3843,1081612.926,ESSFmc,ESSFmc,Forest,Terrestrial,Fo,FoM,,,ESSFmc/01,ESSFmc_01,ESSFmc_01,ESSFmc_01,,,NA,1,Null,,,,,,7/18/2018 9:11:00 PM,Deception trail,NA,N,10,HPG,1,2,NA,Deception,NA,ESSFmc
