ID,GlobalID,X,Y,Biogeoclimatic_Unit,Subzone,Site_Physiog,Site_Realm,Site_Group,Site_Class,Site_Association,Ignore,Site.Serie,Site_Series_Map_Unit,Site_Var_Phase_Map_Unit,F_Site_Series_NF_Class,Site_Group_2,Site_Series_Map_Unit_2,Site_Class_2,Transition,Structural_Stage_Modifier,Site_Modifier,Soil_Moisture_Regime,Soil_Nutrient_Regime,Site_Disturbance__s_,Comment__max_255_characters,Date,General_Location,Random_Point_ID,Non_GNSS_point,Accuracy__m_,Crew,Experience,Certainty,Air_Interp,StudyArea,Canyon_Cr,MAP_LABEL
1296,85d125f9-8c49-4f5c-906a-559ef9245596,964679.5971,1062684.755,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 22:55,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1219,210c417f-0d7a-4412-a887-ed65df0544cb,964679.8966,1061645.624,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 22:14,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1623,5d277df5-57ac-4091-8145-80a91a9f882a,964687.6278,1062057.189,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,unknown,,,,28/06/2018 20:40,North road 35km,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1576,4efcafff-1792-4c8f-851d-3dba5d9b6809,964697.078,1061667.106,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:16,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1577,5fdf37ac-944e-45c3-b513-b1539e55dad6,964708.7585,1061685.661,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:18,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1282,d2e3cdb3-9293-4099-b5c8-3361feca36b7,964719.3234,1062040.943,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,unknown,,,"
Rich 01",28/06/2018 20:48,North road 35km,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1579,08ce7df1-dab5-448a-80fe-1950446c1f62,964743.9338,1061864.06,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:32,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1578,276af1d4-cc3d-4d2c-bea7-8606e591f5ba,964743.9782,1061805.451,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:28,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1580,e2421970-5b3c-4267-9f74-1fa5ad54689a,964763.2614,1061964.825,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:41,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1220,e7c67313-26d9-4c36-b5c4-3bf5d91fde51,964766.4843,1061896.659,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 22:35,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1624,0a156de1-11c2-4695-845d-6830d5bc1b2d,964769.1905,1062030.852,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,unknown,,,,28/06/2018 20:50,North road 35km,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1221,e078b044-36c6-49db-a51c-f4b15ca9fd7a,964769.3739,1061928.323,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 22:38,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1625,842ab5bc-7634-4685-9073-7ed9fc992d76,964832.8553,1062041.263,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,unknown,,,,28/06/2018 20:53,North road 35km,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1632,35d1d643-efb7-467a-ad47-b6a1c666ccbe,964895.1644,1062821.241,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:43,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1295,b81f7108-2814-49fa-ac52-2e7cd3239e38,964944.9307,1062778.075,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,3,,,,28/06/2018 22:40,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1626,fd4c98ca-3026-4625-9e3f-cd5ecc1fb3dc,964952.672,1062018.131,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 21:01,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1283,256deb4a-0a3d-4d00-9b7d-918c80bf5401,965001.1844,1061999.559,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:03,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1284,aeeab129-073a-4b42-9d3b-fc6fd714a933,965079.2429,1061933.943,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:08,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1631,7176fad1-f182-43f6-839c-4649af728e12,965082.658,1062717.255,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:30,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1414,a035499f-8fbb-4546-a56c-e71eb6972910,965118.9025,1061929.491,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,Y,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,"Alder, Willow, thimbleberry",28/06/2018 21:10,NORTH RD 35,NA,,10,KSD,3,3,NA,Deception,NA,SBSmc2
1630,495207ad-b3b4-4ebb-9c0f-85eff15aafb4,965141.9379,1062685.317,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:28,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1285,eb12f656-21ce-44bd-aef4-86d4e7da50ef,965159.3823,1061986.878,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:19,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1629,ef2d1f28-cae8-4e46-9412-56572a897d91,965168.5757,1062649.967,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:27,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1286,81439ffc-12e5-46ca-8cb0-65b4d12b0556,965169.971,1062035.214,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:24,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1287,a9b12573-e268-4c7f-a3ef-5355dc10d170,965169.9838,1062035.205,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:28,NORTH RD 35,NA,,10,KSD,3,1,NA,Deception,NA,SBSmc2
1288,7c3bb37b-bd09-41ad-882e-a278c6cd20ae,965267.8626,1062087.212,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:30,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1294,9a640b00-e87a-4634-b1a5-40dbe9289ef7,965334.7963,1062596.531,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 22:19,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1289,bb40b0d5-0042-4f6e-87f2-f708ee3e6ab2,965420.6362,1062117.701,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:39,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1293,5925b19f-d1ab-4cbb-8685-e7419783d642,965444.905,1062559.819,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 22:12,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1628,5370ec40-b437-454f-917a-d37c0cfb3877,965461.1919,1062521.102,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:10,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1291,2494af10-0810-4468-a69a-142fc8efde2b,965488.4894,1062210.608,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:44,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1290,0475f77d-0ace-46cb-aeb6-352c916fe8a0,965499.9505,1062139.244,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:41,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1627,e0e5b872-3680-4e1a-8410-e1b47a85474e,965501.0382,1062483.073,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/05,SBSmc2_05,SBSmc2_05,SBSmc2_05,,,NA,1,Null,,,,,,28/06/2018 22:07,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1292,267b8b3b-ab9d-4084-88f3-ea80186fba3d,965543.5073,1062338.544,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoM,,,SBSmc2/01,SBSmc2_01,SBSmc2_01,SBSmc2_01,,,NA,1,Null,,,,,,28/06/2018 21:59,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1317,b8e775bb-f31b-47d5-b03d-ae91c3a55f15,947780.1488,1079128.698,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,Y,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,"Patch in forest lots of cladina empenig, vaccces",19/06/2018 17:18,Deception FSR,NA,,10,WHM,1,3,NA,CanyonCreek,NA,SBSmc2
1319,140e9059-6381-4220-8d23-85482ed7f695,948915.5397,1075789.676,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,Y,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,2,,,Cool aspect steep thin over rock,25/06/2018 22:39,Lemieux Creek FSR,NA,,10,WHM,1,3,NA,CanyonCreek,NA,SBSmc2
1539,164f9c09-eb9b-4c9b-82f3-940dda7227b5,948937.9291,1075780.722,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,2,,,,25/06/2018 22:41,Lemieux Creek FSR,NA,,10,WHM,1,2,NA,CanyonCreek,NA,SBSmc2
1538,bd2aed82-f707-45ad-af48-c7f8a56c1414,948967.2915,1080137.395,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,Small knoll,19/06/2018 17:49,Canyon creek FSR,NA,,10,WHM,1,2,NA,CanyonCreek,NA,SBSmc2
2010,1d978820-8320-4f2c-9aa3-c6bd63c79c37,949109.3894,1074800.956,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,Y,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,Fo,SBSmc2_01,NA,3,Null,,2,,,Fairly productive,25/06/2018 21:23,Lemieux Creek FSR,NA,,10,WHM,1,3,NA,CanyonCreek,NA,SBSmc2
2009,244ab3b2-efc5-4722-aeb2-b126473fa38b,949116.5545,1074774.209,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,Y,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,Fo,SBSmc2_01,NA,3,Null,,4,,,Small patch,25/06/2018 21:21,Lemieux Creek FSR,NA,,10,WHM,1,3,NA,CanyonCreek,NA,SBSmc2
1321,b0eb44cc-a62c-4224-a14a-06938b5c9c4f,949118.4596,1079138.693,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,Y,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,2,B,,Small part ch. ca L bas d on lots of Chadian and open small trees but uncertain.,6/18/2018 6:16:00 PM,Canyon creek FSR,NA,,10,WHM,1,3,NA,CanyonCreek,NA,SBSmc2
2008,3b7d3e6f-5bec-41c7-8411-39e6fc8a7271,957009.3498,1057057.378,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,Y,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,Fo,SBSmc2_01,NA,3,Null,,,,,"Cuadran, chimumb, fractured bead rock, small ridge",27/06/2018 18:05,Hidden lake,NA,,10,"BJR,WM",1,2,NA,Deception,NA,SBSmc2
1528,8663f744-54f0-46d0-b642-cd0e66d94f83,962394.5216,1061704.595,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 17:50,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1529,0ea8b7e8-928d-4646-a3d2-c796a4383f5d,962546.6307,1061342.26,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 19:05,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1531,01586385-b74c-4a20-a58e-069777cfd3bd,962615.762,1061665.501,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 19:38,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1530,e6bc1166-53ac-42ac-a8b0-b0a0fc47820b,962630.1213,1061340.828,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 19:24,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1532,770ec36d-a788-4c02-8ca9-f87278ecf246,964370.6388,1061755.723,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 21:39,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1533,b92af5e6-5643-4a43-b56e-d29111dd4bdf,964408.3535,1061720.993,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 21:43,chapman,NA,,10,"BJR,WM,EC",1,2,NA,Deception,NA,SBSmc2
1534,ca759ce4-6cac-4fe2-a4dc-bc529cfef302,965130.6621,1061961.26,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,On rocky bluff,28/06/2018 21:16,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1535,9f52bf35-868c-46f5-97b4-646fdd5d1dcf,965161.8698,1062017.779,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,Low tree cover,28/06/2018 21:21,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1536,1e1b9368-2395-4a36-a58e-7d4823d601bb,965391.4089,1062084.456,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 21:36,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1537,36c26a51-7e43-4323-ad66-38385ea17cf8,965429.392,1062579.714,SBSmc2,SBSmc,Forest,Terrestrial,Fo,FoX,,,SBSmc2/02,SBSmc2_02,SBSmc2_02,SBSmc2_02,,,NA,1,Null,,,,,,28/06/2018 22:13,NORTH RD 35,NA,,10,KSD,3,2,NA,Deception,NA,SBSmc2
1126,Air_644,946871.9232,1083277.052,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Gb,NA,,Gb,NA,NA,Gb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1167,Air_388,949713.6084,1085700.056,SBSmc2,SBSmc,Nfor,Terrestrial,R,Ro,NA,,Ro,NA,NA,Ro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1165,Air_804,954800.049,1072460.564,SBSmc2,SBSmc,Nfor,Terrestrial,R,Ro,NA,,Ro,NA,NA,Ro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
1166,Air_814,956770.8998,1068186.578,SBSmc2,SBSmc,Nfor,Terrestrial,R,Ro,NA,,Ro,NA,NA,Ro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
1183,Air_504,944915.2796,1082616.336,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1179,Air_385,946245.0128,1086086.847,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1181,Air_480,947196.2794,1081451.029,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1184,Air_647,947744.5981,1083950.999,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1188,Air_734,947825.9177,1087078.207,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1185,Air_648,947885.2001,1083714.567,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1187,Air_728,948954.9229,1084674.045,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1180,Air_438,951244.9625,1074640.935,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1186,Air_726,951580.6758,1073764.033,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,CanyonCreek,Yes,SBSmc2
1177,Air_744,961660.8795,1088037.552,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
1178,Air_772,970216.7452,1070618.573,SBSmc2,SBSmc,Nfor,Terrestrial,NV,Rz,NA,,Rz,NA,NA,Rz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
2255,Air_591,947841.4549,1086658.067,SBSmc2,SBSmc,Nfor,Terrestrial,S,Sc,NA,,Sc,NA,NA,Sc,W,NA,Ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Yes,CanyonCreek,Yes,SBSmc2
2258,Air_733,948043.0159,1086805.297,SBSmc2,SBSmc,Nfor,Terrestrial,S,Sc,NA,,Sc,NA,NA,Sc,W,NA,Ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Yes,CanyonCreek,Yes,SBSmc2
2246,Air_590,948247.2494,1086265.362,SBSmc2,SBSmc,Nfor,Terrestrial,S,Sc,NA,Y,Sc,NA,NA,Sc,X,NA,Xvs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Yes,CanyonCreek,Yes,SBSmc2
2257,Air_730,948302.6823,1086591.982,SBSmc2,SBSmc,Nfor,Terrestrial,S,Sc,NA,,Sc,NA,NA,Sc,W,NA,Ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Yes,CanyonCreek,Yes,SBSmc2
2256,Air_592,948744.2783,1087657.678,SBSmc2,SBSmc,Nfor,Terrestrial,S,Sc,NA,,Sc,NA,NA,Sc,W,NA,Ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Yes,CanyonCreek,Yes,SBSmc2
2254,Air_809,956570.6035,1069474.625,SBSmc2,SBSmc,Nfor,Terrestrial,S,Sc,NA,,Sc,NA,NA,Sc,X,NA,Xvs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Yes,Deception,No,SBSmc2
2165,cf3c46c4-6f57-4080-8f3a-0b465ba4e0da,956491.3097,1059415.276,SBSmc2,SBSmc,Nfor,Terrestrial,X,Unk,,,SBSmc2/Unk,SBSmc2_Unk,Unk,SBSmc2_Unk,,,NA,1,Null,,unknown,,,"
Juniper saskatoon rose rocky outcrop

",27/06/2018 22:43,Hidden lake fsr lower,NA,,10,EAC,3,2,NA,Deception,NA,SBSmc2
2164,5a96d1e8-defb-40eb-bc3f-a19db2c86d4f,956543.1216,1058477.881,SBSmc2,SBSmc,Forest,Terrestrial,Fo,Unk,,,SBSmc2/Unk,SBSmc2_Unk,Unk,SBSmc2_Unk,,,NA,1,Null,,,,,,27/06/2018 22:32,Canyon Creek FSR,NA,,10,BJR,2,2,NA,Deception,NA,SBSmc2
2278,Air_479,947565.6141,1081405.178,SBSmc2,SBSmc,Nfor,Aquatic,Aq,Wa,NA,Y,Wa,NA,NA,Wa,Aq,NA,Ww,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Yes,CanyonCreek,Yes,SBSmc2
2277,Air_460,947744.5896,1080706.351,SBSmc2,SBSmc,Nfor,Aquatic,Aq,Wa,NA,Y,Wa,NA,NA,Wa,Aq,NA,Ww,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Yes,CanyonCreek,Yes,SBSmc2
2283,Air_821,956575.502,1064115.609,SBSmc2,SBSmc,Nfor,Aquatic,Aq,Wa,NA,,Wa,NA,NA,Wa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
2284,Air_823,957568.2753,1063777.608,SBSmc2,SBSmc,Nfor,Aquatic,Aq,Wa,NA,,Wa,NA,NA,Wa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
2286,Air_827,957622.7036,1061804.036,SBSmc2,SBSmc,Nfor,Aquatic,Aq,Wa,NA,,Wa,NA,NA,Wa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,Deception,No,SBSmc2
